*Date,*Time Start,*Time End,Tracks,*Session Title,Room/Location,Description,Speakers,Authors,Live Streaming URL,Recorded Video URL,Session or Sub-session(Sub),Tags,Description_English,Description_Original
12/28/2025,11:45 AM,12:30 PM,Youth,Identity in a Shifting Culture,Level 4-N426,"A conversation on building confidence as Muslims while facing cultural pressures, stereotypes, and questions about faith, and practical steps to strengthen their spiritual foundation.",Hassan Natour; Amany Suleiman,,,Session,,,"A conversation on building confidence as Muslims while facing cultural pressures, stereotypes, and questions about faith, and practical steps to strengthen their spiritual foundation.","A conversation on building confidence as Muslims while facing cultural pressures, stereotypes, and questions about faith, and practical steps to strengthen their spiritual foundation."
12/28/2025,11:45 AM,12:30 PM,African Americam Track (MANA),"Black Muslim Youth: Realities, Risks, and Roadmaps for Support",Level 1 - S104,,Tariq El Amin; Rukayat Yakub,,,Session,,,,
12/28/2025,11:45 AM,12:30 PM,MAS Tarbiya,Faith Was Never a Solo Act: Breaking the Bubble of Isolation & Withdrawal,Level 1 - S103D,,Rami Bleibel; Mohammad Badawy,,,Session,,,,
12/28/2025,11:45 AM,12:30 PM,Parallel Program,Panel Discussion The Growing Presence of Muslim Candidates: Promising or Challenged?,Level 1 - S105A,"Muslim participation in American public life has undergone a dramatic transformation over the past two decades—rising representation in elected office, growing involvement in civic organizations, increasing visibility in national coalitions, and a new generation stepping into policy spaces with confidence. But recent years have also shown signs of plateauing participation, increased political hostility, and new pressures on Muslim candidates navigating an increasingly polarized political environment.This session brings together an imam, Muslim politicians & community organizer to discuss a critical question: Are Muslims gaining ground in American politics—or are we witnessing stagnation and backsliding?Through an honest and balanced conversation, the panel will explore:Current trends in Muslim political representationThe barriers Muslim candidates still faceHow international events have impacted civic participationThe role of Masajid, youth programs, and advocacy groupsWhat the Muslim community must do to cultivate sustainable political powerThis conversation will provide both encouragement and clarity—offering a grounded assessment of the road ahead for Muslims striving to serve and lead in the American political system.",Siraj Wahhaj; Ahmed Ghanim; Abdelnasser Rashid,,,Session,,,"Muslim participation in American public life has undergone a dramatic transformation over the past two decades—rising representation in elected office, growing involvement in civic organizations, increasing visibility in national coalitions, and a new generation stepping into policy spaces with confidence. But recent years have also shown signs of plateauing participation, increased political hostility, and new pressures on Muslim candidates navigating an increasingly polarized political environment.This session brings together an imam, Muslim politicians & community organizer to discuss a critical question: Are Muslims gaining ground in American politics—or are we witnessing stagnation and backsliding?Through an honest and balanced conversation, the panel will explore:Current trends in Muslim political representationThe barriers Muslim candidates still faceHow international events have impacted civic participationThe role of Masajid, youth programs, and advocacy groupsWhat the Muslim community must do to cultivate sustainable political powerThis conversation will provide both encouragement and clarity—offering a grounded assessment of the road ahead for Muslims striving to serve and lead in the American political system.","Muslim participation in American public life has undergone a dramatic transformation over the past two decades—rising representation in elected office, growing involvement in civic organizations, increasing visibility in national coalitions, and a new generation stepping into policy spaces with confidence. But recent years have also shown signs of plateauing participation, increased political hostility, and new pressures on Muslim candidates navigating an increasingly polarized political environment.This session brings together an imam, Muslim politicians & community organizer to discuss a critical question: Are Muslims gaining ground in American politics—or are we witnessing stagnation and backsliding?Through an honest and balanced conversation, the panel will explore:Current trends in Muslim political representationThe barriers Muslim candidates still faceHow international events have impacted civic participationThe role of Masajid, youth programs, and advocacy groupsWhat the Muslim community must do to cultivate sustainable political powerThis conversation will provide both encouragement and clarity—offering a grounded assessment of the road ahead for Muslims striving to serve and lead in the American political system."
12/28/2025,11:45 AM,12:30 PM,MSA National,The Hidden Deeds,Level 1 - S101,"As young leaders, it is very easy for titles and positions to distract us from our ultimate purpose in the work we are doing. Our egos become vulnerable to the traps of shaytan. Suddenly, everyone is chasing the microphone and the shiny titles. On the other hand, some of us avoid Islamic work altogether due to the fear of doing it for the wrong intention. Allah SWT reminds us of the beauty of private deeds in Surah Al-Baqara, إِن تُبْدُوا۟ ٱلصَّدَقَـٰتِ فَنِعِمَّا هِىَ ۖ وَإِن تُخْفُوهَا وَتُؤْتُوهَا ٱلْفُقَرَآءَ فَهُوَ خَيْرٌۭ لَّكُمْ ۚ وَيُكَفِّرُ عَنكُم مِّن سَيِّـَٔاتِكُمْ ۗ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌۭ If you give charity openly, it is good, but if you keep it secret and give to the needy in private, that is better for you, and it will atone for some of your bad deeds: God is well aware of all that you do (2:271). How do we combat the whispers of shaytan that corrupt our Islamic work? Should we shy away from titles out of fear or embrace them as a test from Allah SWT? How can we balance our public versus our private deeds?",Altaf Husain,,,Session,,,"As young leaders, it is very easy for titles and positions to distract us from our ultimate purpose in the work we are doing. Our egos become vulnerable to the traps of shaytan. Suddenly, everyone is chasing the microphone and the shiny titles. On the other hand, some of us avoid Islamic work altogether due to the fear of doing it for the wrong intention. Allah SWT reminds us of the beauty of private deeds in Surah Al-Baqara, to give it bad: How do we combat the whispers of shaytan that corrupt our Islamic work? Should we shy away from titles out of fear or embrace them as a test from Allah SWT? How can we balance our public versus private deeds?","As young leaders, it is very easy for titles and positions to distract us from our ultimate purpose in the work we are doing. Our egos become vulnerable to the traps of shaytan. Suddenly, everyone is chasing the microphone and the shiny titles. On the other hand, some of us avoid Islamic work altogether due to the fear of doing it for the wrong intention. Allah SWT reminds us of the beauty of private deeds in Surah Al-Baqara, إِن تُبْدُوا۟ ٱلصَّدَقَـٰتِ فَنِعِمَّا هِىَ ۖ وَإِن تُخْفُوهَا وَتُؤْتُوهَا ٱلْفُقَرَآءَ فَهُوَ خَيْرٌۭ لَّكُمْ ۚ وَيُكَفِّرُ عَنكُم مِّن سَيِّـَٔاتِكُمْ ۗ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌۭ If you give charity openly, it is good, but if you keep it secret and give to the needy in private, that is better for you, and it will atone for some of your bad deeds: God is well aware of all that you do (2:271). How do we combat the whispers of shaytan that corrupt our Islamic work? Should we shy away from titles out of fear or embrace them as a test from Allah SWT? How can we balance our public versus our private deeds?"
12/28/2025,11:45 AM,12:30 PM,BIS,Heart & Mind: Cultivating Psychological and Spiritual Resilience,Level 1 - S102A,"Resilience in Islam is not mere endurance—it is growth through faith. This session explores the intersection of psychology and spirituality, helping leaders manage emotional fatigue, self-doubt, and anxiety through mindfulness, reflection, and a deep connection with Allah. Integrating insights from modern psychology andtraditional Islamic teachings, participants will learn to balance the inner and outer dimensions of service.",Othman Mohammad,,,Session,,,"Resilience in Islam is not mere endurance—it is growth through faith. This session explores the intersection of psychology and spirituality, helping leaders manage emotional fatigue, self-doubt, and anxiety through mindfulness, reflection, and a deep connection with Allah. Integrating insights from modern psychology andtraditional Islamic teachings, participants will learn to balance the inner and outer dimensions of service.","Resilience in Islam is not mere endurance—it is growth through faith. This session explores the intersection of psychology and spirituality, helping leaders manage emotional fatigue, self-doubt, and anxiety through mindfulness, reflection, and a deep connection with Allah. Integrating insights from modern psychology andtraditional Islamic teachings, participants will learn to balance the inner and outer dimensions of service."
12/28/2025,11:45 AM,12:30 PM,AMP,Palestine Advocacy in the Trump Era: Challenges and Strategies,Level 1 - S102BC,,Osama Abuirshaid; Taher Herzallah; Mohamad Habehh,,,Session,,,,
12/28/2025,11:45 AM,12:30 PM,Reverts,"⁠Families Fractured: Navigating Immigration, Separation, and the Revert Experience",Level 1 - S105BC,"From Palestinian families torn apart under bombardment, to Latino mothers weeping as ICE rips children from their arms, to Sudanese parents watching hunger steal their little ones, our ummah and reverts bleed with the same wound of separation and loss. The Prophet ﷺ said: ‘The believers, in their mutual love, mercy, and compassion, are like one body; if one part aches, the whole body suffers with fever and sleeplessness.’ (Bukhari & Muslim).""",Suleiman Hani,,,Session,,,"From Palestinian families torn apart under bombardment, to Latino mothers weeping as ICE rips children from their arms, to Sudanese parents watching hunger steal their little ones, our ummah and reverts bleed with the same wound of separation and loss. The Prophet prayed to God on him and said: ‘The believers, in their mutual love, mercy, and compassion, are like one body; if one part aches, the whole body suffers with fever and sleeplessness.’ (Bukhari Muslim)","From Palestinian families torn apart under bombardment, to Latino mothers weeping as ICE rips children from their arms, to Sudanese parents watching hunger steal their little ones, our ummah and reverts bleed with the same wound of separation and loss. The Prophet ﷺ said: ‘The believers, in their mutual love, mercy, and compassion, are like one body; if one part aches, the whole body suffers with fever and sleeplessness.’ (Bukhari & Muslim)."""
12/28/2025,11:45 AM,12:30 PM,FYI,Parenting in the Digital Age: Guiding with Wisdom and Faith,Level 1 - S106,,Alaa Shareef,,,Session,,,,
12/28/2025,11:45 AM,12:30 PM,Quran Education (Bidaya),Methodology of Teaching Tajweed in Qur'anic Recitation,Level 1 - S105D,,Ahmad Alsheikhi,,,Session,,,,
12/28/2025,11:45 AM,12:30 PM,Research,Examining Trends in Preventive Health Screening Among Muslim Women: Implications for Culturally Competent Care,Level 1 - S102D,"This literature review examines trends in breast, cervical, and colorectal cancer screening among Muslim women and identifies cultural, religious, and structural factors contributing to lower screening uptake relative to national benchmarks. Through synthesis of existing evidence, it evaluates culturally tailored, community-engaged interventions and underscores the importance of gender-concordant care and faith-informed partnerships in advancing equitable, culturally competent preventive health services.",Iram Kingson,,,Session,,,"This literature review examines trends in breast, cervical, and colorectal cancer screening among Muslim women and identifies cultural, religious, and structural factors contributing to lower screening uptake relative to national benchmarks. Through synthesis of existing evidence, it evaluates culturally tailored, community-engaged interventions and underscores the importance of gender-concordant care and faith-informed partnerships in advancing equitable, culturally competent preventive health services.","This literature review examines trends in breast, cervical, and colorectal cancer screening among Muslim women and identifies cultural, religious, and structural factors contributing to lower screening uptake relative to national benchmarks. Through synthesis of existing evidence, it evaluates culturally tailored, community-engaged interventions and underscores the importance of gender-concordant care and faith-informed partnerships in advancing equitable, culturally competent preventive health services."
12/28/2025,11:45 AM,12:30 PM,Research,"Knowledge, Attitudes, and Potential Barriers Muslim Mothers May Have Regarding the HPV Vaccine for Their Children",Level 1 - S102D,"Vaccine hesitancy among Muslims is shaped by intersecting religious, cultural, social, and structural influences that affect mothers’ knowledge, attitudes, and trust in healthcare systems. Using the Health Belief Model as a guiding framework, this study introduces a conceptual model contextualized for Muslim communities to better understand the factors influencing vaccine acceptance, particularly the HPV vaccine. The project highlights the need for culturally grounded approaches to build vaccine confidence and improve health outcomes.",Zahra Alhajjaj,,,Session,,,"Vaccine hesitancy among Muslims is shaped by intersecting religious, cultural, social, and structural influences that affect mothers’ knowledge, attitudes, and trust in healthcare systems. Using the Health Belief Model as a guiding framework, this study introduces a conceptual model contextualized for Muslim communities to better understand the factors influencing vaccine acceptance, particularly the HPV vaccine. The project highlights the need for culturally grounded approaches to build vaccine confidence and improve health outcomes.","Vaccine hesitancy among Muslims is shaped by intersecting religious, cultural, social, and structural influences that affect mothers’ knowledge, attitudes, and trust in healthcare systems. Using the Health Belief Model as a guiding framework, this study introduces a conceptual model contextualized for Muslim communities to better understand the factors influencing vaccine acceptance, particularly the HPV vaccine. The project highlights the need for culturally grounded approaches to build vaccine confidence and improve health outcomes."
12/28/2025,02:00 PM,02:45 PM,MAIN,From Mecca to Al Madinah: Thriving as Muslims in America Beyond Survival,Level 3 - Hall B,"This session draws on one of the most powerful historical arcs in Islam—the journey from Mecca to Madinah—to help American Muslims understand where we stand today and where we must go next.The 13 years in Mecca were defined by pressure, hardship, survival, and spiritual fortification. Yet those very years laid the foundation for the next 10 years in Madinah—an era of institution-building, community growth, social reform, and global leadership.In the same way, American Muslims are navigating a period of intense challenges—Islamophobia, political pressure, cultural confusion, economic instability, and identity struggles. But these struggles are not signs of weakness; they are the crucibles that shape a community capable of thriving.This session features two speakers—each covering a distinct stage of the “Mecca–Madinah model”—to guide the community through a clear vision:We must first survive with faith and resilience, then build with strategy and purpose.Focus includes: strengthening Muslim institutions, economic empowerment, political power, and shaping the long-term future of Islam in America.",Altaf Husain; Abdullah Abdullah,,,Session,,,"This session draws on one of the most powerful historical arcs in Islam—the journey from Mecca to Madinah—to help American Muslims understand where we stand today and where we must go next.The 13 years in Mecca were defined by pressure, hardship, survival, and spiritual fortification. Yet those very years laid the foundation for the next 10 years in Madinah—an era of institution-building, community growth, social reform, and global leadership.In the same way, American Muslims are navigating a period of intense challenges—Islamophobia, political pressure, cultural confusion, economic instability, and identity struggles. But these struggles are not signs of weakness; they are the crucibles that shape a community capable of thriving.This session features two speakers—each covering a distinct stage of the “Mecca–Madinah model”—to guide the community through a clear vision:We must first survive with faith and resilience, then build with strategy and purpose.Focus includes: strengthening Muslim institutions, economic empowerment, political power, and shaping the long-term future of Islam in America.","This session draws on one of the most powerful historical arcs in Islam—the journey from Mecca to Madinah—to help American Muslims understand where we stand today and where we must go next.The 13 years in Mecca were defined by pressure, hardship, survival, and spiritual fortification. Yet those very years laid the foundation for the next 10 years in Madinah—an era of institution-building, community growth, social reform, and global leadership.In the same way, American Muslims are navigating a period of intense challenges—Islamophobia, political pressure, cultural confusion, economic instability, and identity struggles. But these struggles are not signs of weakness; they are the crucibles that shape a community capable of thriving.This session features two speakers—each covering a distinct stage of the “Mecca–Madinah model”—to guide the community through a clear vision:We must first survive with faith and resilience, then build with strategy and purpose.Focus includes: strengthening Muslim institutions, economic empowerment, political power, and shaping the long-term future of Islam in America."
12/28/2025,02:00 PM,02:45 PM,Parallel Program (Arabic),صناعة المؤمن الفاعل: من الألم إلى الأمل، من الغضب إلى العمل، ومن الخوف إلى القوّة,Level 1 - S103ABC,نحن نعيش زمنًا تتكاثر فيه المشاهد المؤلمة: ظلمٌ، قمعٌ، تشرّدٌ، قتلٌ، وتآمر على المستضعفين. مشاهد تصنع في داخل الإنسان المسلم ثلاثة مشاعر متلازمة: الألم، والغضب، والخوف.لكن السؤال الحقيقي ليس: هل نتألم؟ ولا: هل نغضب؟ ولا: هل نخاف؟بل السؤال هو: ماذا نصنع بهذه المشاعر؟ وهل نبقى أسرى لها؟ أم نحوّلها إلى وقود للنهضة؟الإسلام لم يرد للمؤمن أن يكون بارد المشاعر، ولا غاضبًا فوضويًا، ولا خائفًا مشلولًا… بل أراده مؤمنًا فاعلًا: يشعر، يتحرّك، يبني، ويُصلح. هذه الجلسة تحاول الإجابة عن سؤال واحد محوري: كيف نصنع من داخل الألم أملًا؟ ومن الغضب عملًا؟ ومن الخوف قوّة؟,Ahmed Shukri; Mohammad Qatanani,,,Session,,,"We live a time when painful scenes are reproducing: injustice, oppression, displacement, murder, conspiracy on the weak. Witnesses made inside the Muslim man three feelings: pain, anger, fear. But the real question is, are we hurt? Are we mad? Are we scared? The question is, what do we do with these feelings? And do we keep her captive? Or turn it into fuel for renaissance? Islam didn't want the believer to be cold, not angry, chaotic, not paralyzed... but wanted him to be an effective believer: feel, move, build and repair. This session is trying to answer one pivotal question: how do we make inside the pain hope? And who's really angry? And fear is power",نحن نعيش زمنًا تتكاثر فيه المشاهد المؤلمة: ظلمٌ، قمعٌ، تشرّدٌ، قتلٌ، وتآمر على المستضعفين. مشاهد تصنع في داخل الإنسان المسلم ثلاثة مشاعر متلازمة: الألم، والغضب، والخوف.لكن السؤال الحقيقي ليس: هل نتألم؟ ولا: هل نغضب؟ ولا: هل نخاف؟بل السؤال هو: ماذا نصنع بهذه المشاعر؟ وهل نبقى أسرى لها؟ أم نحوّلها إلى وقود للنهضة؟الإسلام لم يرد للمؤمن أن يكون بارد المشاعر، ولا غاضبًا فوضويًا، ولا خائفًا مشلولًا… بل أراده مؤمنًا فاعلًا: يشعر، يتحرّك، يبني، ويُصلح. هذه الجلسة تحاول الإجابة عن سؤال واحد محوري: كيف نصنع من داخل الألم أملًا؟ ومن الغضب عملًا؟ ومن الخوف قوّة؟
12/28/2025,02:00 PM,02:45 PM,College & Young Professional,Fearless Faith: Speaking Truth in a Chaotic Times,Level 1 - GB S100A,"Muslims today are pressured into silence on issues like Palestine and justice. Yet Allah commands: “And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right and forbidding what is wrong...” (Āl ‘Imrān 3:104). This session revives the Prophetic legacy of speaking truth to oppressive powers, with wisdom and courage.",Yaser Birjas,,,Session,,,"Muslims today are pressured into silence on issues like Palestine and justice. Yet Allah commands: “And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right and forbidding what is wrong...” (Āl ‘Imrān 3:104). This session revives the Prophetic legacy of speaking truth to oppressive powers, with wisdom and courage.","Muslims today are pressured into silence on issues like Palestine and justice. Yet Allah commands: “And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right and forbidding what is wrong...” (Āl ‘Imrān 3:104). This session revives the Prophetic legacy of speaking truth to oppressive powers, with wisdom and courage."
12/28/2025,02:00 PM,02:45 PM,Youth,Between Fear and Faith: The Courage to Speak Truth,Level 4-N426,"Fear is real—fear of backlash, censorship, even losing friends or opportunities. But courage isn’t the absence of fear; it's standing up despite it. What does it truly mean to be a voice of truth in an era of silencing? From college campuses to online spaces, how do we channel prophetic courage to advocate for justice?",Tariq Musleh; Dunia Ghanimah,,,Session,,,"Fear is real—fear of backlash, censorship, even losing friends or opportunities. But courage isn’t the absence of fear; it's standing up despite it. What does it truly mean to be a voice of truth in an era of silencing? From college campuses to online spaces, how do we channel prophetic courage to advocate for justice?","Fear is real—fear of backlash, censorship, even losing friends or opportunities. But courage isn’t the absence of fear; it's standing up despite it. What does it truly mean to be a voice of truth in an era of silencing? From college campuses to online spaces, how do we channel prophetic courage to advocate for justice?"
12/28/2025,02:00 PM,02:45 PM,African Americam Track (MANA),Intentional Love: Strengthening Black Muslim Marriages from the Start,Level 1 - S104,,Faheem Shuaibe; Stephanie Bonner,,,Session,,,,
12/28/2025,02:00 PM,02:45 PM,MAS Tarbiya,From Tunnel Vision to the Horizon: Overcoming Limited Perspective & Narrow-mindedness,Level 1 - S103D,,Rami Bleibel; Mohammad Badawy,,,Session,,,,
12/28/2025,02:00 PM,02:45 PM,Parallel Program,Authoritarianism and Free Speech Under Threat - Amnesty International,Level 1 - S105A,,Kevin Zickterman; Ed Yohnka,,,Session,,,,
12/28/2025,02:00 PM,02:45 PM,MSA National,“For You Is Your Religion…”,Level 1 - S101,"Our MSAs are often plagued by debates that divide our ummah in settings that should be uniting us: Shia’a vs. Sunni, Hanafi vs Shafi’i, hand-slaughtered vs machine-cut, the list goes on. These debates have gone so far as to accuse some of not being Muslim due to their different schools of thoughts or Islamic upbringings. Allah SWT tells us “For you is your religion, and for me is mine,” but what happens when it is one religion that is experiencing a divide? As a result of our own actions, many MSAs are not all-encompassing of the Muslim population on campus. Some MSAs even split into multiple separate student organizations due to disrespect and tensions. Allah says in Surah Al-Anfal, وَأَطِيعُوا۟ ٱللَّهَ وَرَسُولَهُۥ وَلَا تَنَـٰزَعُوا۟ فَتَفْشَلُوا۟ وَتَذْهَبَ رِيحُكُمْ ۖ وَٱصْبِرُوٓا۟ ۚ إِنَّ ٱللَّهَ مَعَ ٱلصَّـٰبِرِينَ Obey God and His Messenger, and do not quarrel with one another, or you may lose heart and your spirit may desert you. Be steadfast: God is with the steadfast (8:46).How can we unite the Muslims on campus, regardless of their different schools of thought or sects of Islam? How do we address tensions from a prophetic perspective in dealing with differences with our Muslim brothers and sisters",Suleiman Hani,,,Session,,,"Our MSAs are often plagued by debates that divide our ummah in settings that should be uniting us: Shia’a vs. Sunni, Hanafi vs Shafi’i, hand-slaughtered vs machine-cut, the list goes on. These debates have gone so far as to accuse some of not being Muslim due to their different schools of thoughts or Islamic upbrings. Allah SWT tells us “For you is your religion, and for me is mine,” but what happens when it is one religion that is experiencing a divide? As a result of our own actions, many MSAs are not all-encompassing of the Muslim population on campus. Some MSAs even split into multiple separate student organizations due to disrespect and tensions. Allah schools say in Surah Al-Anfal, frame the differences tic and steward  brothers his brothers and spirit may dissolve our Mess. r s","Our MSAs are often plagued by debates that divide our ummah in settings that should be uniting us: Shia’a vs. Sunni, Hanafi vs Shafi’i, hand-slaughtered vs machine-cut, the list goes on. These debates have gone so far as to accuse some of not being Muslim due to their different schools of thoughts or Islamic upbringings. Allah SWT tells us “For you is your religion, and for me is mine,” but what happens when it is one religion that is experiencing a divide? As a result of our own actions, many MSAs are not all-encompassing of the Muslim population on campus. Some MSAs even split into multiple separate student organizations due to disrespect and tensions. Allah says in Surah Al-Anfal, وَأَطِيعُوا۟ ٱللَّهَ وَرَسُولَهُۥ وَلَا تَنَـٰزَعُوا۟ فَتَفْشَلُوا۟ وَتَذْهَبَ رِيحُكُمْ ۖ وَٱصْبِرُوٓا۟ ۚ إِنَّ ٱللَّهَ مَعَ ٱلصَّـٰبِرِينَ Obey God and His Messenger, and do not quarrel with one another, or you may lose heart and your spirit may desert you. Be steadfast: God is with the steadfast (8:46).How can we unite the Muslims on campus, regardless of their different schools of thought or sects of Islam? How do we address tensions from a prophetic perspective in dealing with differences with our Muslim brothers and sisters"
12/28/2025,02:00 PM,02:45 PM,BIS,Integrity at the Interface: Islamic Law and Ethics in a Complex World,Level 1 - S102A,"As Muslims engage with increasingly complex moral landscapes—at work, online, and in public life—clarity of ethics becomes vital. This session explores maqāṣid al-sharīʿah (the higher objectives of Islamic law) as a guiding framework for principled decision-making. Participants will examine how justice, mercy, and accountability illuminate moral choices and enable believers to lead with integrity—balancingfirmness of principle with adaptive wisdom.",Suheil Laher,,,Session,,,"As Muslims engage with increasingly complex moral landscapes—at work, online, and in public life—clarity of ethics becomes vital. This session explores maqāṣid al-sharīʿah (the higher objectives of Islamic law) as a guiding framework for principled decision-making. Participants will examine how justice, mercy, and accountability illuminate moral choices and enable believers to lead with integrity—balancingfirmness of principle with adaptive wisdom.","As Muslims engage with increasingly complex moral landscapes—at work, online, and in public life—clarity of ethics becomes vital. This session explores maqāṣid al-sharīʿah (the higher objectives of Islamic law) as a guiding framework for principled decision-making. Participants will examine how justice, mercy, and accountability illuminate moral choices and enable believers to lead with integrity—balancingfirmness of principle with adaptive wisdom."
12/28/2025,02:00 PM,02:45 PM,AMP,Survive and Thrive:  Your Responsibility as a Muslim During This Genocide,Level 1 - S102BC,,Hatem Bazian; Mohammed Elshinawy,,,Session,,,,
12/28/2025,02:00 PM,02:45 PM,Reverts,From Disbelievers to Messengers: Reverts Guiding a World Searching for Meaning,Level 1 - S105BC,"Join us for a talk-show panel discussion exploring how, in 2025, reverts turned the tide against media distortion, using TikTok, Instagram, and creative content to reveal Islam’s truth, justice, beauty, and mercy to a world in need of guidance. Allah reminds us: ‘You are the best nation produced [as an example] for mankind. You enjoin what is right and forbid what is wrong and believe in Allah.’ (Qur’an 3:110)",Wesley Lebron; Timothy Rodriguez; Javed Abdullah,,,Session,,,"Join us for a talk-show panel discussion exploring how, in 2025, reverts turned the tide against media distortion, using TikTok, Instagram, and creative content to reveal Islam’s truth, justice, beauty, and mercy to a world in need of guidance. Allah reminds us: ‘You are the best nation produced [as an example] for mankind. You enjoin what is right and forbid what is wrong and believe in Allah.’ (Qur’an 3:110)","Join us for a talk-show panel discussion exploring how, in 2025, reverts turned the tide against media distortion, using TikTok, Instagram, and creative content to reveal Islam’s truth, justice, beauty, and mercy to a world in need of guidance. Allah reminds us: ‘You are the best nation produced [as an example] for mankind. You enjoin what is right and forbid what is wrong and believe in Allah.’ (Qur’an 3:110)"
12/28/2025,02:00 PM,02:45 PM,FYI,From Me to We: Building a Stronger Marriage Team,Level 1 - S106,,"Alaa Shareef; Omar Shareef, MD, MBA",,,Session,,,,
12/28/2025,02:00 PM,02:45 PM,Quran Education (Bidaya),Foundational Skills for Mastery in Qur'an Memorization,Level 1 - S105D,,Ahmad Alsheikhi,,,Session,,,,
12/28/2025,02:00 PM,02:45 PM,Research,The Capability of Arab Muslim American Women to Care for Older Adults,Level 1 - S102D,,Randa Abdelrahim,,,Session,,,,
12/28/2025,02:00 PM,02:45 PM,Research,"Exploring the Concept of “Media Islam” through the Analytical Lenses of Representation, Normativity, and Identity",Level 1 - S102D,,Musa Maguire,,,Session,,,,
12/28/2025,03:15 PM,04:00 PM,MAIN,"Transformations in the United States Toward the Palestinian Cause: Reality, Prospects, and Strategic Investment",Level 3 - Hall B,"This session will explore the evolving landscape of public opinion in the United States regarding the Palestinian cause. It will examine shifts in the general American mood, as well as within the Democratic and Republican parties, against the backdrop of Israel’s genocidal war in Gaza and U.S. complicity. A central question will be whether these transformations are enduring or temporary, and how advocates can strategically engage with them to advance justice and policy change.This session will provide a descriptive and analytical framework for understanding these transformations and their diverse expressions. Identify the challenges and opportunities that accompany these shifts. Explore strategies to sustain, expand, and deepen momentum, moving from changes in public, partisan, and generational attitudes into the realm of policymaking. Examine counter-strategies employed by pro-Israel actors to suppress or reverse these transformations. Analyze how Islamophobia and xenophobia are weaponized to divert attention from genocide in Gaza and U.S. complicity. Assess the influence of the Zionist lobby and its allies in state institutions, particularly in suppressing freedom of expression and academic freedoms related to Palestine, and discuss effective methods of resistance.",Hatem Bazian; Osama Abuirshaid,,,Session,,,"This session will explore the evolving landscape of public opinion in the United States regarding the Palestinian cause. It will examine shifts in the general American mood, as well as within the Democratic and Republican parties, against the backdrop of Israel’s genocidal war in Gaza and U.S. complicity. A central question will be whether these transformations are enduring or temporary, and how advocates can strategically engage with them to advance justice and policy change.This session will provide a descriptive and analytical framework for understanding these transformations and their diverse expressions. Identify the challenges and opportunities that accompany these shifts. Explore strategies to sustain, expand, and deepen momentum, moving from changes in public, partisan, and generational attitudes into the realm of policymaking. Examine counter-strategies employed by pro-Israel actors to suppress or reverse these transformations. Analyze how Islamophobia and xenophobia are weaponized to divert attention from genocide in Gaza and U.S. complicity. Assess the influence of the Zionist lobby and its allies in state institutions, particularly in suppressing freedom of expression and academic freedoms related to Palestine, and discuss effective methods of resistance.","This session will explore the evolving landscape of public opinion in the United States regarding the Palestinian cause. It will examine shifts in the general American mood, as well as within the Democratic and Republican parties, against the backdrop of Israel’s genocidal war in Gaza and U.S. complicity. A central question will be whether these transformations are enduring or temporary, and how advocates can strategically engage with them to advance justice and policy change.This session will provide a descriptive and analytical framework for understanding these transformations and their diverse expressions. Identify the challenges and opportunities that accompany these shifts. Explore strategies to sustain, expand, and deepen momentum, moving from changes in public, partisan, and generational attitudes into the realm of policymaking. Examine counter-strategies employed by pro-Israel actors to suppress or reverse these transformations. Analyze how Islamophobia and xenophobia are weaponized to divert attention from genocide in Gaza and U.S. complicity. Assess the influence of the Zionist lobby and its allies in state institutions, particularly in suppressing freedom of expression and academic freedoms related to Palestine, and discuss effective methods of resistance."
